index,id,company name,chemistry_detail,chemistry,format,part,cell status,cell shape,cycle_life,capacity_fade_eol,vol. energy density (wh/l),capacity_nom,v_max,v_nom,v_min,i_cont,i_peak,crate_discharge_cyclelife,weight (gr),volume (cc),i_charge_max,standard charge current (a),crate_charge_cyclelife,t_rest_h,length (mm),height (mm),width_(mm),diameter_(mm),id/date,charging_method,crate_cv_cutoff,t_cycle_dod,op_temp_discharge_min_c,t_max,t_charge_min,storage_temp_max_c,r_internal,charging_voltage_v,charge_cutoff_current_a,calendar_life_years,resistance_growth_eol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23071a,SDL-23071,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP200AHA,Active,Prismatic,5000,80,355,200,3.65,3.3,2.5,100,600,0.5,7900,5001.1332,600,100,0.5,0.5,362,55.55,248.7,21,-,CC-CV,0.02,80%,-20,60,-20,25,2.69,4.29,4.361,14.4,4.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23071b,SDL-23071,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP200AHA,Active,Prismatic,7000,80,355,200,3.65,3.3,2.5,100,600,0.5,7900,5001.1332,600,100,0.5,0.5,362,55.55,248.7,21,-,CC-CV,0.02,70%,-10,55,-10,40,3.49,4.23,3.061,10.8,5.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23072a,SDL-23072,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP260AHA,Active,Prismatic,5000,80,355,260,3.65,3.3,2.5,130,780,0.5,8700,5525.025,780,130,0.5,0.5,362,55.5,275,21,-,CC-CV,0.02,80%,0,55,0,35,3.85,4.21,2.345,13.5,5.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23072b,SDL-23072,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP260AHA,Active,Prismatic,7000,80,355,260,3.65,3.3,2.5,130,780,0.5,8700,5525.025,780,130,0.5,0.5,362,55.5,275,21,-,CC-CV,0.02,70%,-20,60,-20,30,7.44,4.27,8.345,14.4,11.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23073a,SDL-23073,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP300AHA,Active,Prismatic,5000,80,355,300,3.65,3.3,2.5,150,900,0.5,9500,6147.846,900,150,0.5,0.5,362,55.5,306,21,-,CC-CV,0.02,80%,-10,50,-20,40,4.08,4.21,2.383,13.5,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23073b,SDL-23073,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP300AHA,Active,Prismatic,7000,80,355,300,3.65,3.3,2.5,150,900,0.5,9500,6147.846,900,150,0.5,0.5,362,55.5,306,21,-,CC-CV,0.02,70%,-10,60,0,25,4.84,4.24,10.417,18,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23074a,SDL-23074,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP400AHA,Active,Prismatic,5000,80,355,400,3.65,3.3,2.5,200,1200,0.5,13100,8540.025,1200,200,0.5,0.5,461,65,285,21,-,CC-CV,0.02,80%,0,55,-20,25,8.5,4.28,3.206,15.3,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23074b,SDL-23074,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP400AHA,Active,Prismatic,7000,80,355,400,3.65,3.3,2.5,200,1200,0.5,13100,8540.025,1200,200,0.5,0.5,461,65,285,21,-,CC-CV,0.02,70%,0,50,-20,25,3.8,4.21,9.843,17.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23075a,SDL-23075,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP700AHA,Active,Prismatic,5000,80,355,700,3.65,3.3,2.5,350,2100,0.5,21000,12854.754,2100,350,0.5,0.5,627,67,306,21,-,CC-CV,0.02,80%,0,60,-20,30,2.55,4.25,5.432,12.6,3.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23075b,SDL-23075,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP700AHA,Active,Prismatic,7000,80,355,700,3.65,3.3,2.5,350,2100,0.5,21000,12854.754,2100,350,0.5,0.5,627,67,306,21,-,CC-CV,0.02,70%,-10,55,0,40,1.82,4.29,2.05,12.6,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23076a,SDL-23076,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP1000AHA,Active,Prismatic,5000,80,355,1000,3.65,3.3,2.5,500,3000,0.5,35000,22631.25,3000,500,0.5,0.5,850,71,375,21,-,CC-CV,0.02,80%,-20,50,-10,35,7.06,4.26,9.675,11.7,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23076b,SDL-23076,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP1000AHA,Active,Prismatic,7000,80,355,1000,3.65,3.3,2.5,500,3000,0.5,35000,22631.25,3000,500,0.5,0.5,850,71,375,21,-,CC-CV,0.02,70%,-20,60,-10,35,4.07,4.26,4.801,18,6.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23077a,SDL-23077,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP1000AHC,Active,Prismatic,5000,80,355,1000,3.65,3.2,2.5,500,3000,0.5,41000,25916.8,3000,500,0.5,0.5,560,130,356,21,-,CC-CV,0.02,80%,-20,60,0,25,2.22,4.21,3.304,17.1,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23077b,SDL-23077,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP1000AHC,Active,Prismatic,7000,80,355,1000,3.65,3.2,2.5,500,3000,0.5,41000,25916.8,3000,500,0.5,0.5,560,130,356,21,-,CC-CV,0.02,70%,-10,50,-20,30,4.23,4.2,1.224,13.5,6.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23220,SDL-23220,Optimum Battery Co Ltd,Lithium Iron Phosphate,LFP,Cylindrical,OPT-32650F,Active,Cyl,2000,80,355,5,3.65,3.2,2.5,5,10,1,145,54.3698,5,1,1,0.5,32.2,70,174,32.2,-,CC-CV,0.02,80%,0,55,-20,40,6.76,4.2,0.189,15.3,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23256,SDL-23256,Chengdu Jianzhong Lithium Battery Company Ltd,Lithium Cobalt Oxide,LCO,Cylindrical,ICR26650,Active,Cyl,300,80,355,4,4.2,3.7,3,0.64,4,1,90,34.4929,4,0.8,1,0.5,26,65,174,26,17.07.2015,CC-CV,0.02,80%,-20,60,0,25,6.17,4.3,0.027,6.3,11.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23257,SDL-23257,Kokam,Nickel rich,NMC,Pouch,SLPB11543140H5,Active,Prismatic,800,80,355,5,4.2,3.7,2.7,2.5,150,1,128,72.5254,10.4,2,1,0.5,142.5,11.7,43.5,21,-,CC-CV,0.02,80%,-10,50,-10,25,3.15,4.2,1.346,7.2,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23465,SDL-23465,Auto Energy Technology Co,Lithium Titanate,LTO,Cylindrical,YT185185185,Active,Cyl,2000,80,355,40,2.7,2.4,1.5,65,120,1,1650,902.3575,120,8,1,0.5,55,380,174,55,-,CC-CV,0.02,80%,-20,55,0,25,7.17,4.3,0.059,13.5,10.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23541,SDL-23541,"EnerDel, INC",Nickel rich,LFP,Pouch,HEV CELL,Active,Prismatic,1000,80,355,16,4.1,3.6,2.5,3.5,80,1,446,293.2776,80,3.5,1,0.5,253,6.3,184,21,24.05.2012,CC-CV,0.02,80%,0,50,-20,30,2.41,4.29,3.443,13.5,3.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23543a,SDL-23543,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW38120S/L,Active,Cyl,2000,80,355,10,3.65,3.2,2,10,30,1,330,138.2919,20,10,1,0.5,38,122,174,38,-,CC-CV,0.02,80%,0,60,-10,40,9.66,4.29,0.253,18,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23543b,SDL-23543,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW38120S/L,Active,Cyl,1500,80,355,10,3.65,3.2,2,10,30,3,330,138.2919,20,10,1,0.5,38,122,174,38,-,CC-CV,0.02,80%,0,55,-20,25,3.8,4.22,0.091,13.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23544a,SDL-23544,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW38140S,Active,Cyl,2000,80,355,12,3.65,3.2,2,12,36,1,395,160.9627,24,12,1,0.5,38,142,174,38,-,CC-CV,0.02,80%,-20,60,0,25,8.49,4.26,0.133,16.2,12.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23544b,SDL-23544,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW38140S,Active,Cyl,1500,80,355,12,3.65,3.2,2,12,36,3,395,160.9627,24,12,1,0.5,38,142,174,38,-,CC-CV,0.02,80%,-20,60,-10,40,7.8,4.25,0.083,13.5,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23547a,SDL-23547,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW40152S,Active,Cyl,2000,80,355,15,3.65,3.2,2,15,45,1,475,207.24,30,7.5,1,0.5,40,165,174,40,-,CC-CV,0.02,80%,-10,50,-20,35,2.36,4.24,0.129,18,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23547b,SDL-23547,Headway Group,Lithium Iron Phosphate,LFP,Cylindrical,HW40152S,Active,Cyl,1500,80,355,15,3.65,3.2,2,15,45,3,475,207.24,30,7.5,1,0.5,40,165,174,40,-,CC-CV,0.02,80%,-20,55,-20,30,4.2,4.28,0.121,11.7,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2494,SDL-2494,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VES100,Active,Cyl,500,80,355,28,4.1,3.6,2.75,2.8,84,1,810,423.4761,28,2.8,1,0.5,54,185,174,54,-,CC-CV,0.02,80%,-10,60,-10,30,5.56,4.22,0.096,8.1,10.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2495,SDL-2495,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VES140,Active,Cyl,500,80,355,39,4.1,3.6,2.75,3.9,117,1,1130,572.265,39,3.9,1,0.5,54,250,174,54,-,CC-CV,0.02,80%,-10,60,0,40,7.27,4.21,0.135,10.8,13.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2496,SDL-2496,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VES180,Active,Cyl,500,80,355,50,4.1,3.6,2.75,5,150,1,1110,551.2663,50,5,1,0.5,53,250,174,53,-,CC-CV,0.02,80%,-10,50,0,25,5.5,4.26,0.08,8.1,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2500,SDL-2500,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Prismatic,MP174865,Active,Prismatic,500,70,380,5.3,4.2,3.75,2.5,1.1,11,1,124,52,5,0.58,1,0.5,65,19,48,21,11.2007,CC-CV,0.02,80%,0,50,0,25,8.59,4.3,7.914,9,18.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2502,SDL-2502,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Prismatic,MP176065,Active,Prismatic,500,70,350,6.8,4.2,3.75,2.5,1.4,13.6,1,155,73,6.8,0.58,1,0.5,65,19.8,61,21,3.2005,CC-CV,0.02,80%,-10,55,0,30,6.41,4.27,1.865,9.9,14.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2503,SDL-2503,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 45E,Active,Cyl,500,80,313,45,4.1,3.6,2.7,4.5,100,1,1070,510,45,4.5,1,0.5,54.3,222,174,54.3,3.2005,CC-CV,0.02,80%,-10,50,-20,30,8.28,4.24,0.177,8.1,14.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2504,SDL-2504,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 41M,Active,Cyl,500,80,285,41,4.1,3.6,2.7,4.5,150,0.33,1070,513.8334,41,4.5,0.33,0.5,54.3,222,174,54.3,3.2005,CC-CV,0.02,80%,-10,60,0,30,5.43,4.2,0.142,9,9.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2505,SDL-2505,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 27M,Active,Cyl,500,80,252,27,4.1,3.6,2.7,2.7,110,0.33,770,377.274,27,2.7,0.33,0.5,54.3,163,174,54.3,3.2005,CC-CV,0.02,80%,-10,60,0,30,9.95,4.2,0.124,9,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2506,SDL-2506,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 7P,Active,Cyl,500,80,131,7,4.1,3.6,2.7,0.7,100,1,370,191.3398,7,0.7,1,0.5,41,145,174,41,3.2005,CC-CV,0.02,80%,0,60,-20,35,6.62,4.24,0.104,7.2,11.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2507,SDL-2507,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 20P,Active,Cyl,500,80,187,20,4.1,3.6,2.7,2,250,1,800,373.1168,20,2,1,0.5,54,163,174,54,3.2005,CC-CV,0.02,80%,-10,50,-10,25,3.53,4.29,0.073,9.9,6.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2508,SDL-2508,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 30P,Active,Cyl,500,80,209,30,4.1,3.6,2.7,3,300,1,1100,508.1713,30,3,1,0.5,54,222,174,54,3.2005,CC-CV,0.02,80%,-20,50,-10,25,3.4,4.29,0.149,8.1,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-2524,SDL-2524,Quallion LLC,Nickel rich,LNCAO,Prismatic,QL015KA,Active,Prismatic,3000,80,296,15,4.2,3.6,2.7,15,15,1,380,180.4631,15,1.5,1,0.5,88.3,37.5,54.5,21,-,CC-CV,0.02,80%,0,50,0,40,7.26,4.23,5.144,10.8,13.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25474,SDL-25474,Guangzhou FULLRIVER Battery New Technology Co,Lithium Iron Phosphate,LFP,Cylindrical,32700Fe5400,Active,Cyl,1000,80,355,5.4,3.7,3.2,2,1.08,5.4,1,143,58.9668,5.4,1.08,1,0.5,32.3,72,174,32.3,6.2012,CC-CV,0.02,80%,-20,50,-10,40,8.59,4.29,0.076,18,12.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25565,SDL-25565,LG Chem,Nickel rich,NMC,Cylindrical,INR18650MJ1,Active,Cyl,400,80,355,3.5,4.2,3.63,2.5,0.68,10,1,49,17.275,3.4,1.7,0.5,0.5,18.4,65,174,18.4,22.08.2014,CC-CV,0.01,100%,0,55,-10,25,4.91,4.23,0.156,9,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25566,SDL-25566,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Prismatic,MP174565xtd,Active,Prismatic,1500,80,246,4,4.2,3.65,2.7,0.8,8,0.5,97,56.5779,4,2,0.5,0.5,68.5,18.65,45.3,21,8.2019,CC-CV,0.02,80%,0,50,-10,25,7.35,4.27,2.432,8.1,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25567,SDL-25567,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Prismatic,MP176065xtd,Active,Prismatic,1500,80,264,5.6,4.1,3.65,2.5,1.18,11,0.5,136,77.3081,5.6,1.18,0.5,0.5,68.7,18.6,60.5,21,4.2018,CC-CV,0.02,80%,0,50,-20,35,2.72,4.28,0.267,10.8,4.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25591a,SDL-25591,EAS Batteries,Nickel rich,NCA,Cylindrical,HE-341440 NCA,Active,Cyl,1000,80,355,10,4.2,3.6,3,1.5,50,0.2,320,130.6742,20,5,0.2,0.5,34,144,174,34,Doc HE 341440 NCA - 2011-13,CC-CV,0.02,80%,-20,50,-10,40,3.81,4.23,0.061,9,8.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25591b,SDL-25591,EAS Batteries,Nickel rich,NCA,Cylindrical,HE-341440 NCA,Active,Cyl,2000,60,355,10,4.2,3.6,3,1.5,50,0.2,320,130.6742,20,5,0.2,0.5,34,144,174,34,Doc HE 341440 NCA - 2011-13,CC-CV,0.02,80%,0,55,0,35,7.13,4.24,0.172,8.1,24.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25608,SDL-25608,LG Chem,Nickel rich,NMC,Cylindrical,INR20650 M42,Active,Cyl,400,80,355,4.15,4.2,3.63,2.5,0.804,12,1,58,21.6082,4.02,2.01,0.5,0.5,20.5,65.5,174,20.5,07.12.2015,CC-CV,0.01,100,-20,50,0,35,3.45,4.24,0.237,7.2,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25621,SDL-25621,Zenlabs / Envia,Nickel rich,NMC,Pouch,ENV35011-CRC,Active,Prismatic,450,80,840,10.6,4.47,3.65,2.5,2.12,10,1,111,46.4,4,2.12,1,0.5,145,5,64,21,-,CC-CV,0.02,80%,-20,55,-20,40,5.76,4.21,2.176,7.2,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-25622,SDL-25622,Zenlabs / Envia,Nickel rich,NMC,Pouch,ENV23426-XP,Active,Prismatic,1000,80,438,26.5,4.35,3.69,2.3,8.833333333,26.5,1,407,222.75,26.5,8.833333333,1,0.5,225,6,165,21,-,CC-CV,0.02,80%,0,55,-20,25,7.68,4.2,1.029,9.9,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26864,SDL-26864,Lishen,Nickel rich,NCA,Cylindrical,LR2170SC,Active,Cyl,1000,70,355,5,4.2,3.6,2.75,1,10,1,70,26.2081,1.5,1,1,0.5,21.7,70.9,174,21.7,26.07.2017,CC-CV,0.02,100%,0,50,-20,30,8.25,4.27,0.132,9,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26865,SDL-26865,Lishen,Nickel rich,NCA,Cylindrical,LR2170SF,Active,Cyl,1000,80,618,4.5,4.2,3.6,2.5,4.5,13.5,1,70,26.7687,5.4,2.25,1,0.5,21.9,71.1,174,21.9,2021,CC-CV,0.02,100%,0,60,0,30,9.37,4.27,0.218,6.3,20.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26872,SDL-26872,Amprius / Wuxi Lead,Lithium Cobalt Oxide,LCO - Silicon Nanowire,Pouch,ANW3.6-455055,Active,Prismatic,150,80,355,3.6,4.35,3.6,2.75,0.51,1.8,0.2,33,12.375,1.8,0.51,0.2,0.5,55,4.5,50,21,2018,CC-CV,0.02,80%,0,50,-20,25,3.68,4.23,4.338,7.2,6.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26901,SDL-26901,Amprius / Wuxi Lead,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,E485795CH,Active,Prismatic,500,80,355,5,4.4,3.85,3,0.98,5,0.5,65,27.1889,2.45,1,0.5,0.5,96.5,4.9,57.5,21,AMP/JS-SPEC-A07-05,CC-CV,0.02,80%,0,50,0,40,4.68,4.24,0.85,8.1,8.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26910,SDL-26910,Hangzhou Future Power Technology Co,Nickel rich,LFP,Pouch,FT655894P,Active,Prismatic,500,80,355,5.15,4.35,3.8,3,1,2.5,1,105,37.8232,2.5,1,1,0.5,96.5,6.7,58.5,21,Customer Code F0635,CC-CV,0.02,80%,0,60,0,40,6.66,4.26,1.183,13.5,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26913,SDL-26913,BMZ / Sony,Nickel rich,NCA,Cylindrical,BMZ 21700 40PS1,Active,Cyl,1000,80,355,4,4.2,3.6,2.5,0.8,35,1,70,24.8494,6,2,1,0.5,21.22,70.3,174,21.22,2017,CC-CV,0.02,80%,0,55,-20,25,9.74,4.21,0.155,9,21.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26914,SDL-26914,BMZ / Sony,Nickel rich,NCA,Cylindrical,BMZ 21700 42 PM,Active,Cyl,250,85,355,4.16,4.2,3.6,2,0.832,35,1,72,24.9759,6,2,1,0.5,21.35,69.8,174,21.35,-,CC-CV,0.02,80%,-10,60,0,40,3.81,4.29,0.193,6.3,7.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26916,SDL-26916,BMZ / Sony,Nickel rich,NCA,Cylindrical,BMZ 21700 52EM,Active,Cyl,350,70,355,5.2,4.2,3.6,2.5,1.05,8,1,70,24.9759,4,1.05,1,0.5,21.35,69.8,174,21.35,-,CC-CV,0.02,80%,-10,60,-20,25,2.57,4.23,0.251,9,7.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26917,SDL-26917,BMZ / Sony,Nickel rich,NCA,Cylindrical,BMZ 21700 52E,Active,Cyl,350,70,355,5.2,4.2,3.6,2.5,1.05,8,1,70,24.9759,4,1.05,1,0.5,21.35,69.8,174,21.35,-,CC-CV,0.02,80%,0,55,-20,25,2.16,4.24,0.074,6.3,6.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26918,SDL-26918,Murata,Nickel rich,NCA,Cylindrical,US21700VTC6A,Active,Cyl,500,80,578,4,4.2,3.6,2,0.8,40,2.5,72.7,25.5189,9,3,1,0.5,21.55,70,174,21.55,-,CC-CV,0.02,80%,-20,50,-10,25,2.55,4.28,0.085,8.1,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26925,SDL-26925,Dongguan K-Tech New Energy,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,INR21700P-4000mAh,Active,Cyl,500,80,355,4,4.2,3.7,2.75,0.8,12,0.5,68,26.1517,4,0.8,0.5,0.5,21.8,70.1,174,21.8,12.01.2018,CC-CV,0.02,100%,-20,60,-10,30,4.99,4.29,0.17,9.9,8.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26944,SDL-26944,Yinglong,Lithium Titanate,LTO,Cylindrical,LTO66160H/40Ah,Active,Cyl,16000,80,355,40,2.7,2.3,1.5,40,240,1,1250,547.1136,400,40,1,0.5,66,160,174,66,12.12.2016,CC-CV,0.02,100%,-10,60,0,40,8.01,4.21,0.065,21.6,11.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-26945,SDL-26945,Yinglong,Lithium Titanate,LTO,Cylindrical,35Ah,Active,Cyl,16000,80,355,36.2,2.7,2.3,1.5,35,210,1,1220,547.1136,210,80,1,0.5,66,160,174,66,-,CC-CV,0.02,100%,-20,55,-10,25,9.82,4.21,0.206,14.4,13.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUM-001a,TUM-001,Samsung,Nickel rich,NMC,Prismatic,SDI 94Ah ,Active,Prismatic,1500,80,355,94,4.15,3.68,2.7,31.33333333,150,1,2100,973,72,31.33333333,1,0.5,173,45,125,21,31.12.2015,CC-CV,0.02,80%,-10,55,-20,25,4.29,4.24,1.577,10.8,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUM-001b,TUM-001,Samsung,Nickel rich,NMC,Prismatic,SDI 94Ah ,Active,Prismatic,2500,70,355,94,4.15,3.68,2.7,31.33333333,150,1,2100,973,72,31.33333333,1,0.5,173,45,125,21,31.12.2015,CC-CV,0.02,80%,-10,55,-10,30,2.84,4.26,2.817,10.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUM-001c,TUM-001,Samsung,Nickel rich,NMC,Prismatic,SDI 94Ah ,Active,Prismatic,3200,80,355,94,4.15,3.68,2.7,31.33333333,150,1,2100,973,72,31.33333333,0.5,0.5,173,45,125,21,31.12.2015,CC-CV,0.02,80%,-10,60,0,35,5.78,4.26,5.338,8.1,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUM-001d,TUM-001,Samsung,Nickel rich,NMC,Prismatic,SDI 94Ah ,Active,Prismatic,5200,70,355,94,4.15,3.68,2.7,31.33333333,150,1,2100,973,72,31.33333333,0.5,0.5,173,45,125,21,31.12.2015,CC-CV,0.02,80%,-20,50,-10,25,5.59,4.22,0.18,10.8,13.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUM-02,TUM-02,Kokam,Nickel rich,NMC,Pouch,SLPB065070180,Active,Prismatic,3000,70,571,11.6,4.2,3.67,2.7,1.16,23.2,1,175,475,11.6,1.16,1,0.5,185,6.6,84,21,KKDS-20200406-BM-CEL-02 ,CC-CV,0.02,80%,-20,55,-20,35,2.81,4.29,0.229,9.9,7.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUM-03,TUM-03,Kokam,Nickel rich,NMC,Pouch,SLPB120216216,Active,Prismatic,6000,70,418,53,4.2,3.7,2.7,10.6,265,1,1095,475,106,10.6,1,0.5,227,12,226,21,-,CC-CV,0.02,80%,-20,50,-20,25,3.95,4.29,2.689,8.1,9.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
